Barkod;Model Kodu;stockID;Name;Price;Stok
86804193752762;BEY5276-2;86804193752762;Organik Bebek Irmi_i 2'li 350gr;398.9;1836
8680419375603;8680419375603;8680419375603;Organik Burgu Makarna 500gr (AFLATOKS_N ve PEST_S_T ANAL_ZL_);149.0;1816
8680419375221;8680419375221;8680419375221;Organik Kalem Makarna  500gr  (AFLATOKS_N ve PEST_S_T ANAL_ZL_);149.0;4402
8680419375351;8680419375351;8680419375351;ORGAN_K Spagetti Makarna 500gr;149.0;2865
8682125485010;8682125485010;8682125485010;Organik Karabu_day Tane (PEST_S_T VE AFLATOKS_N ANAL_ZL_);249.0;9459
8680419375801;8680419375801;8680419375801;ORGAN_K Karabu_day Unu 870gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);303.37;1774
8680419375658;8680419375658;8680419375658;Organik Köftelik Bulgur 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);211.2;4305
8680419375344;8680419375344;8680419375344;Organik Ru_eymli Irmik 350gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);369.0;8370
8680419375238;8680419375238;8680419375238;Organik Baldo Pirinç 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);249.0;1723
8680419375191;8680419375191;8680419375191;Organik Bu_day Ru_eymi - Bu_day Özü 250gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);219.9;798
8680419375177;8680419375177;8680419375177;ORGAN_K Mısır Unu 500gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);198.22;1075
8680419375016;8680419375016;8680419375016;ORGAN_K Pilavlık Bulgur 500gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);210.0;8357
8680419375023;BYO0008;8680419375023;Organik Pirinç Osmancık 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);257.4;3140
8680419375269;BYO0031;8680419375269;ORGAN_K Tam Yulaf Unu 350gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);225.9;8078
8680419375061;BYO0001;8680419375061;Organik Kırmızı Mercimek 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);249.9;1960
8680419375047;BYO0003;8680419375047;Organik Sarı Mercimek 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);278.52;2590
8680419375887;BYO0024;8680419375887;Organik  Tahıl Karı_ımı Anadolu Üçlü 1kg (PEST_S_T VE AFLATOKS_N ANAL_ZL_);397.6;4820
8680419375559;BYO0009;8680419375559;ORGAN_K Kırmızı Mercimek 1kg (PEST_S_T ve AFLATOKS_N ANAL_ZL_);349.9;1113
8680419375832;BYO0027;8680419375832;ORGAN_K Kırmızı Köy Tarhanası 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);441.9;15646
8680419375030;BYO0005;8680419375030;ORGAN_K Nohut 500gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);249.0;2402
8680419375528;BYO0019;8680419375528;Organik Ma_ Fasulyesi 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);249.0;7408
8680419375054;BYO0002;8680419375054;Organik Ye_il Mercimek 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);281.0;4617
8680419375009;BYO0004;8680419375009;Organik Kuru Fasulye 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);234.32;8711
8680419375078;BYO0026;8680419375078;ORGAN_K Bebek Pirinç Unu 500gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);240.0;2022
8680419375443;BYO0022;8680419375443;Organik Çorbalık Tahıl Karı_ımı Anadolu 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);211.91;3750
8680419375405;BYO0016;;Organik Pirinç Osmancık 1kg (PEST_S_T VE AFLATOKS_N ANAL_ZL_);349.0;4116
8680419375931;BYO0030;8680419375931;ORGAN_K Yulaf Ezmesi 500gr  (AFLATOKS_N ve PEST_S_T ANAL_ZL_) %100yerli yulaf;250.8;2796
8680419375535;BYO0043;8680419375733;ORGAN_K Patlak Mısır 500gr (PEST_S_T ve AFLATOKS_N ANAL_ZL_);149.0;1661
8680419375689;BYO0045;8680419375689;Organik Çorbalık Tahıl Karı_ımı Anadolu Vega (Ma_ Fasulyeli) 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);397.9;3690
8680419375245;BYO0044;8682125484273;Organik Nohut Unu 500gr (PEST_S_T VE AFLATOKS_N ANAL_ZL_);149.0;4017
